Organism Name	baseMean	controlMean	experimentalMean	log2FoldChange	pvalue	padj
Blautia obeum	2.8185315254427	0.783787846227079	5.36196112446223	1.46336559127199	0.0406792343005368	0.601754418383085
Roseburia intestinalis	2.80269081442506	2.41896549956594	3.28234745799897	0.260429170667153	0.68309384335645	0.864095962645285
Lactobacillus salivarius	2.7538602474668	0.291928454408532	5.83127498878963	1.94901090248727	NA	NA
Bacteroides helcogenes	2.65649693100129	3.61104006244998	1.46331801669042	-0.753033921754752	0.264070635900651	0.601754418383085
Bacteroides thetaiotaomicron	2.45367646553499	1.82865610226251	3.2349519196256	0.556422287713017	0.427199944803253	0.680450211483026
Coprococcus sp.	2.24715125967991	2.21789520507009	2.28372132794219	-0.0199572091060562	0.977134351096153	0.984536884059003
butyrate-producing bacterium	2.24504389215203	2.14070565652258	2.37546668668884	0.0524173791045977	0.933572641522275	0.954804068499694
Ruminococcus sp.	2.18880452283731	1.87381179864308	2.58254542808011	0.296307545657934	0.681283045855682	0.864095962645285
Butyrivibrio proteoclasticus	2.15586426106274	0.882448821420875	3.74763356061507	1.09498538927313	0.12769447469755	0.601754418383085
Candidatus Amoebophilus	2.02812602886618	1.10951502723284	3.17638978090787	0.748909076952931	0.30161931910853	0.601754418383085
Tannerella forsythia	1.67852586930633	1.53305317330827	1.8603667393039	0.245655548817254	0.729507352472309	0.906049096652868
Butyrivibrio fibrisolvens	1.67222491913187	1.10114704109906	2.38607226667288	0.635068271133399	0.379277915737875	0.629215201494893
Ruminococcus albus	1.60176086188568	0.837642818493806	2.55690841612551	0.81608082669761	0.259706957824567	0.601754418383085
Odoribacter splanchnicus	1.54555437147771	1.54566080484041	1.54542132977433	0.204616847150322	0.777572611583046	0.928833893833982
Bacteroidales bacterium	1.53583890945575	0.402631890281809	2.95234768342317	1.45481019414581	0.0418391093218505	0.601754418383085
Paludibacter propionicigenes	1.4168519356101	1.0202875256961	1.91255744800261	0.488629388065596	0.499655931394664	0.761323380113101
Ruminococcus flavefaciens	1.32226163310888	1.10951502723284	1.58819489045393	0.225498772945543	0.755781736811031	0.921879557828297
Selenomonas ruminantium	1.31679851282057	1.37301924983809	1.24652259154867	0.084268509782149	0.907170007971432	0.954804068499694
Roseburia hominis	1.31180394711234	1.18641973650889	1.46853421036665	0.105756368384625	0.882290501664797	0.954804068499694
Clostridium sp.	1.21845645198079	1.21993362383466	1.21660998716347	0.0679107304905065	0.925342648900466	0.954804068499694
Alistipes shahii	1.19322039941502	1.41376627390205	0.917538056306232	-0.111224755315378	0.877943394538372	0.954804068499694
Lactobacillus amylovorus	1.1627786898065	0.624603932881025	1.83549713596335	0.833273995157741	0.248400871041462	0.601754418383085
Eubacterium siraeum 703	1.15340550209603	0.624603932881025	1.81440746361479	0.965998541395824	0.182730403680689	0.601754418383085
Syntrophus aciditrophicus	1.14579553416955	1.10951502723284	1.19114616784045	-0.00115073577312395	0.998733585698159	0.998733585698159
Lachnoclostridium phytofermentans	1.11158669914332	0.72693938262053	1.59239584479681	0.556505089960038	0.4420509837889	0.699914057665758
Clostridium saccharolyticum WM1	1.09422923548388	1.19094422117872	0.973335503365342	-0.0838049047154507	0.907934066634131	0.954804068499694
Clostridium cf. saccharolyticum K10	1.05460687423643	0.644945017821985	1.56668419475448	0.628971854041379	0.382541040033478	0.629215201494893
Clostridium novyi	1.04712370358378	1.10951502723284	0.96913454902247	-0.0974447927002707	0.892931293658622	0.954804068499694
Lactobacillus acidophilus	1.04712370358378	1.10951502723284	0.96913454902247	-0.0974447927002707	0.892931293658622	0.954804068499694
Bifidobacterium adolescentis	1.00177785939061	0.929140018821701	1.09257516010174	0.592851383912722	0.413151850283528	0.666050861669202
Clostridium cellulosi	0.988052870064355	0.7846378563512	1.2423216372058	0.432877055110457	0.550310706928802	0.780426652684041
Draconibacterium orientale	0.976893875419643	0.645229857093443	1.39147389832739	0.396683875551207	0.582916225194482	0.808859736080302
Lactobacillus helveticus	0.969329435230227	1.10951502723284	0.794097445226967	-0.334314154251822	0.644701463306162	0.836539459704581
Lactobacillus sp.	0.969329435230227	1.10951502723284	0.794097445226967	-0.334314154251822	0.644701463306162	0.836539459704581
Desulfobulbus propionicus	0.948451872998016	1.10951502723284	0.74712293020449	-0.179110564872421	0.804718278810208	0.942973842130023
Eubacterium eligens ATCC 27750	0.939112926623503	1.19179423130284	0.623261295774335	-0.24796982072231	0.732332916467543	0.906049096652868
Clostridium stercorarium subsp. stercorarium DSM 8532	0.914279819927936	1.10951502723284	0.670235810796812	-0.368328221903836	0.611428288540371	0.821413761372417
Sphaerochaeta globosa	0.914279819927936	1.10951502723284	0.670235810796812	-0.368328221903836	0.611428288540371	0.821413761372417
Desulfovibrio desulfuricans	0.902775445406199	1.10951502723284	0.644350968122903	-0.379192673235804	0.600965047573671	0.820215292445075
Ruminococcus bicirculans	0.895578720290458	1.01434335235923	0.74712293020449	-0.257597486406683	0.722094317960045	0.901770368907849
Geobacter lovleyi	0.878301813906897	0.706883136951027	1.09257516010174	0.606943026997334	0.402370791761884	0.656629635635958
Ruminococcus torques	0.860137014014439	0.59532969095363	1.19114616784045	0.28742475332544	0.685429504203591	0.864095962645285
Fluviicola taffensis	0.859230204625645	1.10951502723284	0.546374176366657	-0.373163086266476	0.606524578486092	0.821413761372417
Coprococcus catus	0.82880990989412	1.35182815477301	0.175037103795504	-0.899021525262519	0.214034120879838	0.601754418383085
Acetohalobium arabaticum	0.80410361482043	1.10951502723284	0.422339349304923	-0.439994135592949	0.543817299618574	0.780426652684041
Paenibacillus riograndensis	0.80410361482043	1.10951502723284	0.422339349304923	-0.439994135592949	0.543817299618574	0.780426652684041
Treponema azotonutricium	0.80410361482043	1.10951502723284	0.422339349304923	-0.439994135592949	0.543817299618574	0.780426652684041
Adlercreutzia equolifaciens	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Anabaena cylindrica	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Bacillus licheniformis	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Bifidobacterium animalis	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Burkholderia sp.	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Campylobacter insulaenigrae	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Candidatus Saccharibacteria	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Desulfobacca acetoxidans	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Enterococcus faecium	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Geobacter sulfurreducens	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Lactobacillus acetotolerans	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Lactobacillus crispatus	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Lactobacillus gallinarum	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Nostoc sp.	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Olsenella uli	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Owenweeksia hongkongensis	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Salinarchaeum sp.	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Streptobacillus moniliformis	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Treponema pedis	0.792863336290901	1.10951502723284	0.397048722613483	-0.69498963817365	0.336081193760212	0.601754418383085
Actinobacillus pleuropneumoniae	0.77198577405869	1.10951502723284	0.350074207591007	-0.470795523840674	0.515181234663001	0.761323380113101
Candidatus Odyssella	0.77198577405869	1.10951502723284	0.350074207591007	-0.470795523840674	0.515181234663001	0.761323380113101
Lactobacillus buchneri	0.77198577405869	1.10951502723284	0.350074207591007	-0.470795523840674	0.515181234663001	0.761323380113101
Psychroflexus torquis	0.77198577405869	1.10951502723284	0.350074207591007	-0.470795523840674	0.515181234663001	0.761323380113101
Spirosoma linguale	0.77198577405869	1.10951502723284	0.350074207591007	-0.470795523840674	0.515181234663001	0.761323380113101
Streptococcus anginosus	0.77198577405869	1.10951502723284	0.350074207591007	-0.470795523840674	0.515181234663001	0.761323380113101
Streptococcus infantarius	0.77198577405869	1.10951502723284	0.350074207591007	-0.470795523840674	0.515181234663001	0.761323380113101
Mucinivorans hirudinis	0.770617008313898	0.513050486883628	1.09257516010174	0.450615062593634	0.534243217165168	0.780426652684041
Lactobacillus reuteri	0.765929737694914	1.06103454976006	0.397048722613483	-0.335294432392523	0.633246603831662	0.829771411917351
Candidatus Methanomethylophilus	0.75482576842319	0.484626255080353	1.09257516010174	0.539492089968534	0.454582829789856	0.707128846339776
Microcoleus sp.	0.75482576842319	0.484626255080353	1.09257516010174	0.539492089968534	0.454582829789856	0.707128846339776
Porphyromonas asaccharolytica	0.75482576842319	0.484626255080353	1.09257516010174	0.539492089968534	0.454582829789856	0.707128846339776
Clostridium perfringens	0.75231216582884	0.480101770410524	1.09257516010174	0.411660559580211	0.567927038146637	0.799304720354526
Ruminococcus champanellensis	0.746834172916477	0.131894530938357	1.51550872538913	1.03867989245169	0.147589362642404	0.601754418383085
Candidatus Cloacimonas	0.74368340971791	0.464570009410851	1.09257516010174	0.856438050559443	0.233814712142062	0.601754418383085
Caulobacter sp.	0.74368340971791	0.464570009410851	1.09257516010174	0.856438050559443	0.233814712142062	0.601754418383085
Clostridium acetobutylicum	0.74368340971791	0.464570009410851	1.09257516010174	0.856438050559443	0.233814712142062	0.601754418383085
Desulfitobacterium metallireducens	0.74368340971791	0.464570009410851	1.09257516010174	0.856438050559443	0.233814712142062	0.601754418383085
Desulfosporosinus acidiphilus	0.74368340971791	0.464570009410851	1.09257516010174	0.856438050559443	0.233814712142062	0.601754418383085
Flavobacterium branchiophilum	0.74368340971791	0.464570009410851	1.09257516010174	0.856438050559443	0.233814712142062	0.601754418383085
Pyrococcus horikoshii	0.74368340971791	0.464570009410851	1.09257516010174	0.856438050559443	0.233814712142062	0.601754418383085
Streptococcus thermophilus	0.74368340971791	0.464570009410851	1.09257516010174	0.856438050559443	0.233814712142062	0.601754418383085
Thermoanaerobacterium thermosaccharolyticum	0.74368340971791	0.464570009410851	1.09257516010174	0.856438050559443	0.233814712142062	0.601754418383085
Thermotoga sp.	0.74368340971791	0.464570009410851	1.09257516010174	0.856438050559443	0.233814712142062	0.601754418383085
Acetobacterium woodii	0.73781372098861	1.10951502723284	0.273187088183328	-0.682294302019408	0.344157578774731	0.601754418383085
Acholeplasma brassicae	0.73781372098861	1.10951502723284	0.273187088183328	-0.682294302019408	0.344157578774731	0.601754418383085
Aeromonas media	0.73781372098861	1.10951502723284	0.273187088183328	-0.682294302019408	0.344157578774731	0.601754418383085
Clostridium kluyveri	0.73781372098861	1.10951502723284	0.273187088183328	-0.682294302019408	0.344157578774731	0.601754418383085
Elizabethkingia anophelis	0.73781372098861	1.10951502723284	0.273187088183328	-0.682294302019408	0.344157578774731	0.601754418383085
endosymbiont of	0.73781372098861	1.10951502723284	0.273187088183328	-0.682294302019408	0.344157578774731	0.601754418383085
Exiguobacterium sibiricum	0.73781372098861	1.10951502723284	0.273187088183328	-0.682294302019408	0.344157578774731	0.601754418383085
Flavobacterium johnsoniae	0.73781372098861	1.10951502723284	0.273187088183328	-0.682294302019408	0.344157578774731	0.601754418383085
Mucilaginibacter sp.	0.73781372098861	1.10951502723284	0.273187088183328	-0.682294302019408	0.344157578774731	0.601754418383085
Mycoplasma bovis	0.73781372098861	1.10951502723284	0.273187088183328	-0.682294302019408	0.344157578774731	0.601754418383085
Prevotella albensis	0.73781372098861	1.10951502723284	0.273187088183328	-0.682294302019408	0.344157578774731	0.601754418383085
Streptococcus pneumoniae	0.73781372098861	1.10951502723284	0.273187088183328	-0.682294302019408	0.344157578774731	0.601754418383085
Teredinibacter turnerae	0.73781372098861	1.10951502723284	0.273187088183328	-0.682294302019408	0.344157578774731	0.601754418383085
Thermoanaerobacter kivui	0.73781372098861	1.10951502723284	0.273187088183328	-0.682294302019408	0.344157578774731	0.601754418383085
Treponema putidum	0.73781372098861	1.10951502723284	0.273187088183328	-0.682294302019408	0.344157578774731	0.601754418383085
Weissella confusa	0.73781372098861	1.10951502723284	0.273187088183328	-0.682294302019408	0.344157578774731	0.601754418383085
Xanthomonas albilineans	0.73781372098861	1.10951502723284	0.273187088183328	-0.682294302019408	0.344157578774731	0.601754418383085
Acholeplasma laidlawii	0.726309346466873	1.10951502723284	0.24730224550942	-0.679205950964737	0.346121902303053	0.601754418383085
Bacillus selenitireducens MLS10	0.726309346466873	1.10951502723284	0.24730224550942	-0.679205950964737	0.346121902303053	0.601754418383085
Chroococcidiopsis thermalis	0.726309346466873	1.10951502723284	0.24730224550942	-0.679205950964737	0.346121902303053	0.601754418383085
Clostridium propionicum DSM 1682	0.726309346466873	1.10951502723284	0.24730224550942	-0.679205950964737	0.346121902303053	0.601754418383085
Dehalobacter restrictus	0.726309346466873	1.10951502723284	0.24730224550942	-0.679205950964737	0.346121902303053	0.601754418383085
Dehalobacter sp.	0.726309346466873	1.10951502723284	0.24730224550942	-0.679205950964737	0.346121902303053	0.601754418383085
Desulfotomaculum carboxydivorans	0.726309346466873	1.10951502723284	0.24730224550942	-0.679205950964737	0.346121902303053	0.601754418383085
Finegoldia magna	0.726309346466873	1.10951502723284	0.24730224550942	-0.679205950964737	0.346121902303053	0.601754418383085
Helicobacter cinaedi	0.726309346466873	1.10951502723284	0.24730224550942	-0.679205950964737	0.346121902303053	0.601754418383085
Lactobacillus delbrueckii	0.726309346466873	1.10951502723284	0.24730224550942	-0.679205950964737	0.346121902303053	0.601754418383085
Methanobacterium formicicum	0.726309346466873	1.10951502723284	0.24730224550942	-0.679205950964737	0.346121902303053	0.601754418383085
Mycoplasma gallisepticum	0.726309346466873	1.10951502723284	0.24730224550942	-0.679205950964737	0.346121902303053	0.601754418383085
Nonlabens dokdonensis	0.726309346466873	1.10951502723284	0.24730224550942	-0.679205950964737	0.346121902303053	0.601754418383085
Porphyromonadaceae bacterium	0.726309346466873	1.10951502723284	0.24730224550942	-0.679205950964737	0.346121902303053	0.601754418383085
Porphyromonas cangingivalis	0.726309346466873	1.10951502723284	0.24730224550942	-0.679205950964737	0.346121902303053	0.601754418383085
Prochlorococcus marinus	0.726309346466873	1.10951502723284	0.24730224550942	-0.679205950964737	0.346121902303053	0.601754418383085
Prevotella bryantii	0.715725637051305	0.513335326155085	0.96871352567158	0.308153762067235	0.670530149991887	0.861647439120009
Sphingobacterium sp.	0.711865471792007	0.506387028688349	0.96871352567158	0.296262324958432	0.681223733470518	0.864095962645285
Actinobacillus succinogenes	0.694191505705133	1.10951502723284	0.175037103795504	-0.706535921451793	0.326154320157134	0.601754418383085
Alkaliphilus oremlandii	0.694191505705133	1.10951502723284	0.175037103795504	-0.706535921451793	0.326154320157134	0.601754418383085
Bacillus megaterium	0.694191505705133	1.10951502723284	0.175037103795504	-0.706535921451793	0.326154320157134	0.601754418383085
Caldicellulosiruptor kronotskyensis	0.694191505705133	1.10951502723284	0.175037103795504	-0.706535921451793	0.326154320157134	0.601754418383085
Campylobacter hominis	0.694191505705133	1.10951502723284	0.175037103795504	-0.706535921451793	0.326154320157134	0.601754418383085
Chryseobacterium sp.	0.694191505705133	1.10951502723284	0.175037103795504	-0.706535921451793	0.326154320157134	0.601754418383085
Clostridium lentocellum	0.694191505705133	1.10951502723284	0.175037103795504	-0.706535921451793	0.326154320157134	0.601754418383085
Desulfotomaculum acetoxidans	0.694191505705133	1.10951502723284	0.175037103795504	-0.706535921451793	0.326154320157134	0.601754418383085
Fibrobacter succinogenes	0.694191505705133	1.10951502723284	0.175037103795504	-0.706535921451793	0.326154320157134	0.601754418383085
Geobacillus kaustophilus	0.694191505705133	1.10951502723284	0.175037103795504	-0.706535921451793	0.326154320157134	0.601754418383085
Lactobacillus gasseri	0.694191505705133	1.10951502723284	0.175037103795504	-0.706535921451793	0.326154320157134	0.601754418383085
Rhodospirillum photometricum	0.694191505705133	1.10951502723284	0.175037103795504	-0.706535921451793	0.326154320157134	0.601754418383085
Streptococcus dysgalactiae	0.694191505705133	1.10951502723284	0.175037103795504	-0.706535921451793	0.326154320157134	0.601754418383085
Streptococcus macedonicus	0.694191505705133	1.10951502723284	0.175037103795504	-0.706535921451793	0.326154320157134	0.601754418383085
Thioalkalivibrio sp.	0.694191505705133	1.10951502723284	0.175037103795504	-0.706535921451793	0.326154320157134	0.601754418383085
Tistrella mobilis	0.694191505705133	1.10951502723284	0.175037103795504	-0.706535921451793	0.326154320157134	0.601754418383085
Xanthomonas campestris	0.694191505705133	1.10951502723284	0.175037103795504	-0.706535921451793	0.326154320157134	0.601754418383085
Niabella soli	0.68170927305269	0.353016563413453	1.09257516010174	0.63224852460956	0.380921871680153	0.629215201494893
Acidaminococcus fermentans	0.675069858047209	0.242313127540177	1.216015771181	0.890305877043627	0.212127851589539	0.601754418383085
Sulfurihydrogenibium azorense	0.663404430567632	0.320067846940349	1.09257516010174	0.582007012578513	0.416321971286875	0.66711833953198
Campylobacter fetus	0.654252605682404	0.402347051010351	0.96913454902247	0.349762547370153	0.619529473492858	0.823974199745501
Campylobacter concisus	0.647771434716622	0.291928454408532	1.09257516010174	0.627623950842089	0.383206250534484	0.629215201494893
Prevotella baroniae	0.647771434716622	0.291928454408532	1.09257516010174	0.627623950842089	0.383206250534484	0.629215201494893
Solitalea canadensis	0.647771434716622	0.291928454408532	1.09257516010174	0.627623950842089	0.383206250534484	0.629215201494893
Alistipes finegoldii	0.640394130364533	0.61652078601871	0.670235810796812	-0.0524397634997971	0.940446112582405	0.954804068499694
Pelosinus fermentans	0.626846779239683	0.353016563413453	0.96913454902247	0.38079162460266	0.587046150674744	0.809089513365191
Alkaliphilus metalliredigens	0.620207364234203	0.242313127540177	1.09257516010174	0.786496503378663	0.269123979216767	0.601754418383085
Azospirillum sp.	0.620207364234203	0.242313127540177	1.09257516010174	0.786496503378663	0.269123979216767	0.601754418383085
Burkholderia cenocepacia	0.620207364234203	0.242313127540177	1.09257516010174	0.786496503378663	0.269123979216767	0.601754418383085
Campylobacter jejuni	0.620207364234203	0.242313127540177	1.09257516010174	0.786496503378663	0.269123979216767	0.601754418383085
Candidatus Methanoplasma	0.620207364234203	0.242313127540177	1.09257516010174	0.786496503378663	0.269123979216767	0.601754418383085
Capnocytophaga canimorsus	0.620207364234203	0.242313127540177	1.09257516010174	0.786496503378663	0.269123979216767	0.601754418383085
Erysipelothrix rhusiopathiae	0.620207364234203	0.242313127540177	1.09257516010174	0.786496503378663	0.269123979216767	0.601754418383085
Lactobacillus plantarum	0.620207364234203	0.242313127540177	1.09257516010174	0.786496503378663	0.269123979216767	0.601754418383085
Marinitoga piezophila	0.620207364234203	0.242313127540177	1.09257516010174	0.786496503378663	0.269123979216767	0.601754418383085
Methanocaldococcus infernus	0.620207364234203	0.242313127540177	1.09257516010174	0.786496503378663	0.269123979216767	0.601754418383085
Niastella koreensis	0.620207364234203	0.242313127540177	1.09257516010174	0.786496503378663	0.269123979216767	0.601754418383085
Ornithobacterium rhinotracheale	0.620207364234203	0.242313127540177	1.09257516010174	0.786496503378663	0.269123979216767	0.601754418383085
Paenibacillus graminis	0.620207364234203	0.242313127540177	1.09257516010174	0.786496503378663	0.269123979216767	0.601754418383085
Parachlamydia acanthamoebae	0.620207364234203	0.242313127540177	1.09257516010174	0.786496503378663	0.269123979216767	0.601754418383085
Pontibacter korlensis	0.620207364234203	0.242313127540177	1.09257516010174	0.786496503378663	0.269123979216767	0.601754418383085
Propionibacterium freudenreichii	0.620207364234203	0.242313127540177	1.09257516010174	0.786496503378663	0.269123979216767	0.601754418383085
Xanthomonas citri	0.620207364234203	0.242313127540177	1.09257516010174	0.786496503378663	0.269123979216767	0.601754418383085
Acinetobacter baumannii	0.60859277768219	0.221406871746553	1.09257516010174	0.641817396443327	0.367192951942957	0.626111059082221
Streptococcus oralis	0.60859277768219	0.221406871746553	1.09257516010174	0.641817396443327	0.367192951942957	0.626111059082221
Alcanivorax borkumensis	0.574496695306424	0.160033923470175	1.09257516010174	0.759216129412282	0.282409130816276	0.601754418383085
Bacteroides coprocola	0.574496695306424	0.160033923470175	1.09257516010174	0.759216129412282	0.282409130816276	0.601754418383085
Clostridium acidurici 9a Gottschalkia acidurici 9a	0.574496695306424	0.160033923470175	1.09257516010174	0.759216129412282	0.282409130816276	0.601754418383085
Cytophaga hutchinsonii	0.574496695306424	0.160033923470175	1.09257516010174	0.759216129412282	0.282409130816276	0.601754418383085
Desulfovibrio alaskensis	0.574496695306424	0.160033923470175	1.09257516010174	0.759216129412282	0.282409130816276	0.601754418383085
Desulfurispirillum indicum	0.574496695306424	0.160033923470175	1.09257516010174	0.759216129412282	0.282409130816276	0.601754418383085
Eggerthella sp.	0.574496695306424	0.160033923470175	1.09257516010174	0.759216129412282	0.282409130816276	0.601754418383085
Mahella australiensis	0.574496695306424	0.160033923470175	1.09257516010174	0.759216129412282	0.282409130816276	0.601754418383085
Nitrosomonas europaea	0.574496695306424	0.160033923470175	1.09257516010174	0.759216129412282	0.282409130816276	0.601754418383085
Opitutus terrae	0.574496695306424	0.160033923470175	1.09257516010174	0.759216129412282	0.282409130816276	0.601754418383085
Pelagibacterium halotolerans	0.574496695306424	0.160033923470175	1.09257516010174	0.759216129412282	0.282409130816276	0.601754418383085
Rhodanobacter denitrificans	0.574496695306424	0.160033923470175	1.09257516010174	0.759216129412282	0.282409130816276	0.601754418383085
Riemerella anatipestifer	0.574496695306424	0.160033923470175	1.09257516010174	0.759216129412282	0.282409130816276	0.601754418383085
Streptococcus constellatus	0.574496695306424	0.160033923470175	1.09257516010174	0.759216129412282	0.282409130816276	0.601754418383085
Streptococcus sp.	0.574496695306424	0.160033923470175	1.09257516010174	0.759216129412282	0.282409130816276	0.601754418383085
Thioflavicoccus mobilis	0.574496695306424	0.160033923470175	1.09257516010174	0.759216129412282	0.282409130816276	0.601754418383085
Thiomonas sp.	0.574496695306424	0.160033923470175	1.09257516010174	0.759216129412282	0.282409130816276	0.601754418383085
Streptococcus lutetiensis	0.562692432296892	0.374207658478534	0.798298399569839	0.379808590882537	0.583838606494053	0.808859736080302
Carboxydothermus hydrogenoformans	0.558863699455414	0.131894530938357	1.09257516010174	0.769719726389376	0.273913959315017	0.601754418383085
Echinicola vietnamensis	0.558863699455414	0.131894530938357	1.09257516010174	0.769719726389376	0.273913959315017	0.601754418383085
Haliscomenobacter hydrossis	0.558863699455414	0.131894530938357	1.09257516010174	0.769719726389376	0.273913959315017	0.601754418383085
Helicobacter hepaticus	0.558863699455414	0.131894530938357	1.09257516010174	0.769719726389376	0.273913959315017	0.601754418383085
Planococcus sp.	0.558863699455414	0.131894530938357	1.09257516010174	0.769719726389376	0.273913959315017	0.601754418383085
Prevotella copri	0.558863699455414	0.131894530938357	1.09257516010174	0.769719726389376	0.273913959315017	0.601754418383085
Prevotella pallens	0.558863699455414	0.131894530938357	1.09257516010174	0.769719726389376	0.273913959315017	0.601754418383085
Pseudopedobacter saltans	0.558863699455414	0.131894530938357	1.09257516010174	0.769719726389376	0.273913959315017	0.601754418383085
Thermococcus sp.	0.558863699455414	0.131894530938357	1.09257516010174	0.769719726389376	0.273913959315017	0.601754418383085
Zunongwangia profunda	0.558863699455414	0.131894530938357	1.09257516010174	0.769719726389376	0.273913959315017	0.601754418383085
Sphaerochaeta pleomorpha	0.549052510886126	0.353016563413453	0.794097445226967	0.14344590018597	0.829737465241354	0.954804068499694
Bacillus subtilis	0.547090868863703	0.110703435873277	1.09257516010174	0.780399121019422	0.265674133823466	0.601754418383085
Belliella baltica	0.547090868863703	0.110703435873277	1.09257516010174	0.780399121019422	0.265674133823466	0.601754418383085
Burkholderia rhizoxinica	0.547090868863703	0.110703435873277	1.09257516010174	0.780399121019422	0.265674133823466	0.601754418383085
Defluviitoga tunisiensis	0.547090868863703	0.110703435873277	1.09257516010174	0.780399121019422	0.265674133823466	0.601754418383085
Dialister micraerophilus	0.547090868863703	0.110703435873277	1.09257516010174	0.780399121019422	0.265674133823466	0.601754418383085
Dokdonia sp.	0.547090868863703	0.110703435873277	1.09257516010174	0.780399121019422	0.265674133823466	0.601754418383085
Ethanoligenens harbinense	0.547090868863703	0.110703435873277	1.09257516010174	0.780399121019422	0.265674133823466	0.601754418383085
Halostagnicola larsenii	0.547090868863703	0.110703435873277	1.09257516010174	0.780399121019422	0.265674133823466	0.601754418383085
Hymenobacter sp.	0.547090868863703	0.110703435873277	1.09257516010174	0.780399121019422	0.265674133823466	0.601754418383085
Listeria monocytogenes	0.547090868863703	0.110703435873277	1.09257516010174	0.780399121019422	0.265674133823466	0.601754418383085
Paenibacillus sp.	0.547090868863703	0.110703435873277	1.09257516010174	0.780399121019422	0.265674133823466	0.601754418383085
Prevotella veroralis	0.547090868863703	0.110703435873277	1.09257516010174	0.780399121019422	0.265674133823466	0.601754418383085
Rhodocyclus purpureus	0.547090868863703	0.110703435873277	1.09257516010174	0.780399121019422	0.265674133823466	0.601754418383085
Staphylococcus aureus	0.547090868863703	0.110703435873277	1.09257516010174	0.780399121019422	0.265674133823466	0.601754418383085
