Organism Name	baseMean	controlMean	experimentalMean	log2FoldChange	lfcSE	stat	pvalue	padj
glutamate dehydrogenase	1.40823089690695	0.816496580927726	1.99996521288618	1.22260826421884	3.05483389221685	0.400220865472856	0.688993847649025	0.924603183253447
50S ribosomal protein L16	1.18743700692162	1.37489140740014	0.999982606443091	-0.498088240038361	3.05548423173468	-0.16301450187998	0.870507016554467	0.967922278179479
acetate kinase	1.16721275840183	0.966643116936281	1.36778239986738	0.568489494598921	3.3072651170194	0.171891116824423	0.863523130389353	0.964000526674118
MFS transporter	1.16721275840183	0.966643116936281	1.36778239986738	0.568489494598921	3.3072651170194	0.171891116824423	0.863523130389353	0.964000526674118
MULTISPECIES: type I glyceraldehyde-3-phosphate dehydrogenase	1.15428566167311	0.966643116936281	1.34192820640994	0.482170578456867	3.08322133689448	0.156385327477827	0.875729301856861	0.967922278179479
alpha-xylosidase	1.10446457167119	1.5250379434087	0.68389119993369	-1.04196873428096	3.38253846526215	-0.308043425073129	0.758049289430811	0.924603183253447
isoleucine--tRNA ligase	1.10446457167119	1.5250379434087	0.68389119993369	-1.04196873428096	3.38253846526215	-0.308043425073129	0.758049289430811	0.924603183253447
cupin	1.09213949039755	0.816496580927726	1.36778239986738	0.756816807133789	3.67421804947902	0.205980373767175	0.836806242041942	0.951831155037398
30S ribosomal protein S7	1.09153747494247	1.5250379434087	0.658037006476246	-1.3985506168909	3.46767478820103	-0.403310778060721	0.686719613796014	0.924603183253447
alpha-galactosidase	1.09153747494247	1.5250379434087	0.658037006476246	-1.3985506168909	3.46767478820103	-0.403310778060721	0.686719613796014	0.924603183253447
diphosphate--fructose-6-phosphate 1-phosphotransferase	1.07921239366883	0.816496580927726	1.34192820640994	0.673993641721502	3.39840016948432	0.198326744382129	0.84278942827151	0.954964323116425
preprotein translocase subunit SecY	1.06628529694011	0.816496580927726	1.31607401295249	0.596437699038532	3.75547279544267	0.158818271766558	0.873812052737027	0.967922278179479
UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	1.06628529694011	0.816496580927726	1.31607401295249	0.596437699038532	3.75547279544267	0.158818271766558	0.873812052737027	0.967922278179479
DUF349 domain-containing protein	1.06254264891543	1.78313969786401	0.341945599966845	-2.02940722382265	3.47161287999614	-0.584571867305927	0.558835628663414	0.924603183253447
leucine--tRNA ligase	1.06254264891543	1.78313969786401	0.341945599966845	-2.02940722382265	3.47161287999614	-0.584571867305927	0.558835628663414	0.924603183253447
methylmalonyl-CoA mutase	1.06254264891543	1.78313969786401	0.341945599966845	-2.02940722382265	3.47161287999614	-0.584571867305927	0.558835628663414	0.924603183253447
MULTISPECIES: phosphoenolpyruvate carboxykinase (ATP)	1.06254264891543	1.78313969786401	0.341945599966845	-2.02940722382265	3.47161287999614	-0.584571867305927	0.558835628663414	0.924603183253447
succinate dehydrogenase	1.06254264891543	1.78313969786401	0.341945599966845	-2.02940722382265	3.47161287999614	-0.584571867305927	0.558835628663414	0.924603183253447
OmpA family protein	1.05838612969396	1.11678965294484	0.999982606443091	-0.149543224096257	3.47318163238643	-0.0430565515784747	0.965656453974176	0.989470831176788
arabinosidase	1.02062072615966	2.04124145231931	0	-3.55803827175406	4.83555816150303	-0.735807150471356	0.461848069022852	0.924603183253447
molecular chaperone GroEL	1.0164642069382	1.37489140740014	0.658037006476246	-1.2602393913153	3.54998489551862	-0.354998522079962	0.722590698430216	0.924603183253447
DUF3417 domain-containing protein	1.00856503969205	1.67518447941725	0.341945599966845	-1.91489859272332	3.87681614681115	-0.493935879393817	0.621351464322909	0.924603183253447
phospho-sugar mutase	0.999982606443091	0	1.99996521288618	3.49747785799327	3.81422521798052	0.916956303866358	0.359165537990098	0.924603183253447
4-alpha-glucanotransferase	0.996239958418408	0.966643116936281	1.02583679990054	0.161496278662563	3.51675348778968	0.0459219786724559	0.963372436207394	0.989470831176788
aldose 1-epimerase	0.966643116936281	1.93328623387256	0	-3.46692696191559	3.85824000197205	-0.898577320266117	0.368877843534958	0.924603183253447
electron transfer flavoprotein subunit alpha/FixB family protein	0.941390938933918	1.22474487139159	0.658037006476246	-1.0799346112674	3.97275353069413	-0.271835290793564	0.785748668483862	0.924603183253447
NADH:ubiquinone reductase (Na(+)-transporting) subunit F	0.937234419712455	0.558394826472418	1.31607401295249	1.26799040833109	4.01985192144781	0.315432118672273	0.752433583434366	0.924603183253447
serine dehydratase subunit alpha family protein	0.937234419712455	0.558394826472418	1.31607401295249	1.26799040833109	4.01985192144781	0.315432118672273	0.752433583434366	0.924603183253447
cell envelope biogenesis protein TonB	0.933491771687772	1.5250379434087	0.341945599966845	-1.78565746569905	3.6540180840019	-0.488683258990167	0.62506595773284	0.924603183253447
elongation factor Ts	0.933491771687772	1.5250379434087	0.341945599966845	-1.78565746569905	3.6540180840019	-0.488683258990167	0.62506595773284	0.924603183253447
galactose-1-epimerase	0.933491771687772	1.5250379434087	0.341945599966845	-1.78565746569905	3.6540180840019	-0.488683258990167	0.62506595773284	0.924603183253447
sensor histidine kinase	0.933491771687772	1.5250379434087	0.341945599966845	-1.78565746569905	3.6540180840019	-0.488683258990167	0.62506595773284	0.924603183253447
tetratricopeptide repeat protein	0.921166690414131	0.816496580927726	1.02583679990054	0.352477766071119	3.93527669737109	0.0895687376459671	0.928629928266951	0.982537671779669
50S ribosomal protein L15	0.908239593685409	0.816496580927726	0.999982606443091	0.230530182109362	3.6698718443768	0.0628169570723825	0.949912262745043	0.986487607935334
6-phosphofructokinase	0.900340426439263	1.11678965294484	0.68389119993369	-0.60361848038623	4.00485211501687	-0.15072179023112	0.880195183480432	0.967922278179479
alpha-1 2-mannosidase	0.900340426439263	1.11678965294484	0.68389119993369	-0.60361848038623	4.00485211501687	-0.15072179023112	0.880195183480432	0.967922278179479
cell division protein FtsA	0.900340426439263	1.11678965294484	0.68389119993369	-0.60361848038623	4.00485211501687	-0.15072179023112	0.880195183480432	0.967922278179479
flagellin	0.900340426439263	1.11678965294484	0.68389119993369	-0.60361848038623	4.00485211501687	-0.15072179023112	0.880195183480432	0.967922278179479
50S ribosomal protein L22	0.891569848932003	1.78313969786401	0	-3.3595006867193	3.99835293479445	-0.840221146433638	0.400784403970033	0.924603183253447
aminoacyl-histidine dipeptidase	0.891569848932003	1.78313969786401	0	-3.3595006867193	3.99835293479445	-0.840221146433638	0.400784403970033	0.924603183253447
glycosyltransferase family 1 protein	0.891569848932003	1.78313969786401	0	-3.3595006867193	3.99835293479445	-0.840221146433638	0.400784403970033	0.924603183253447
acyl-CoA dehydrogenase	0.887413329710541	1.11678965294484	0.658037006476246	-0.890192688230049	4.08644587823601	-0.21784032255783	0.827553526063697	0.94450804483038
cupin domain-containing protein	0.887413329710541	1.11678965294484	0.658037006476246	-0.890192688230049	4.08644587823601	-0.21784032255783	0.827553526063697	0.94450804483038
DNA-directed RNA polymerase subunit alpha	0.887413329710541	1.11678965294484	0.658037006476246	-0.890192688230049	4.08644587823601	-0.21784032255783	0.827553526063697	0.94450804483038
type I methionyl aminopeptidase	0.887413329710541	1.11678965294484	0.658037006476246	-0.890192688230049	4.08644587823601	-0.21784032255783	0.827553526063697	0.94450804483038
phosphoserine transaminase	0.8750882484369	0.408248290463863	1.34192820640994	1.54949342616589	3.75344201156598	0.412819332599579	0.679738986145755	0.924603183253447
phosphopyruvate hydratase	0.862161151708178	0.408248290463863	1.31607401295249	1.47527645153798	4.14389423144681	0.356012091318002	0.721831510098685	0.924603183253447
50S ribosomal protein L9	0.837592239708627	1.67518447941725	0	-3.25051861917908	4.84753667111133	-0.670550599142528	0.502506862150987	0.924603183253447
arginine--tRNA ligase	0.837592239708627	1.67518447941725	0	-3.25051861917908	4.84753667111133	-0.670550599142528	0.502506862150987	0.924603183253447
bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	0.837592239708627	1.67518447941725	0	-3.25051861917908	4.84753667111133	-0.670550599142528	0.502506862150987	0.924603183253447
kinase	0.837592239708627	1.67518447941725	0	-3.25051861917908	4.84753667111133	-0.670550599142528	0.502506862150987	0.924603183253447
putative integration host factor IHF alpha subunit	0.837592239708627	1.67518447941725	0	-3.25051861917908	4.84753667111133	-0.670550599142528	0.502506862150987	0.924603183253447
30S ribosomal protein S12 methylthiotransferase RimO	0.825267158434986	0.966643116936281	0.68389119993369	-0.408789244489595	3.80511840890675	-0.107431412261109	0.914446735325146	0.982537671779669
DUF4301 domain-containing protein	0.825267158434986	0.966643116936281	0.68389119993369	-0.408789244489595	3.80511840890675	-0.107431412261109	0.914446735325146	0.982537671779669
glycoside hydrolase	0.825267158434986	0.966643116936281	0.68389119993369	-0.408789244489595	3.80511840890675	-0.107431412261109	0.914446735325146	0.982537671779669
ribonuclease R	0.825267158434986	0.966643116936281	0.68389119993369	-0.408789244489595	3.80511840890675	-0.107431412261109	0.914446735325146	0.982537671779669
glutamate--tRNA ligase	0.812340061706263	0.966643116936281	0.658037006476246	-0.71761025931909	3.88986652013602	-0.184481975307985	0.853635366098258	0.957807817554316
malate dehydrogenase	0.812340061706263	0.966643116936281	0.658037006476246	-0.71761025931909	3.88986652013602	-0.184481975307985	0.853635366098258	0.957807817554316
transcriptional regulator	0.812340061706263	0.966643116936281	0.658037006476246	-0.71761025931909	3.88986652013602	-0.184481975307985	0.853635366098258	0.957807817554316
30S ribosomal protein S2	0.779188716457755	0.558394826472418	0.999982606443091	0.904292621082261	3.96059034601667	0.228322684771412	0.819395390371418	0.941735674350484
4-hydroxy-3-methylbut-2-enyl diphosphate reductase	0.779188716457755	0.558394826472418	0.999982606443091	0.904292621082261	3.96059034601667	0.228322684771412	0.819395390371418	0.941735674350484
aminopeptidase	0.779188716457755	0.558394826472418	0.999982606443091	0.904292621082261	3.96059034601667	0.228322684771412	0.819395390371418	0.941735674350484
DNA helicase RecQ	0.779188716457755	0.558394826472418	0.999982606443091	0.904292621082261	3.96059034601667	0.228322684771412	0.819395390371418	0.941735674350484
fumarate hydratase	0.779188716457755	0.558394826472418	0.999982606443091	0.904292621082261	3.96059034601667	0.228322684771412	0.819395390371418	0.941735674350484
peptidylprolyl isomerase	0.779188716457755	0.558394826472418	0.999982606443091	0.904292621082261	3.96059034601667	0.228322684771412	0.819395390371418	0.941735674350484
putative para-nitrobenzyl esterase	0.779188716457755	0.558394826472418	0.999982606443091	0.904292621082261	3.96059034601667	0.228322684771412	0.819395390371418	0.941735674350484
30S ribosomal protein S3	0.762518971704349	1.5250379434087	0	-3.11918083159956	4.26442758017558	-0.731441857777107	0.464509306059395	0.924603183253447
50S ribosomal protein L1	0.762518971704349	1.5250379434087	0	-3.11918083159956	4.26442758017558	-0.731441857777107	0.464509306059395	0.924603183253447
peptidase S41	0.762518971704349	1.5250379434087	0	-3.11918083159956	4.26442758017558	-0.731441857777107	0.464509306059395	0.924603183253447
translation initiation factor IF-1	0.762518971704349	1.5250379434087	0	-3.11918083159956	4.26442758017558	-0.731441857777107	0.464509306059395	0.924603183253447
ATPase	0.750193890430708	0.816496580927726	0.68389119993369	-0.216055649145156	4.29547486370071	-0.050298431721939	0.959884573494318	0.989470831176788
flagellar motor protein MotA	0.750193890430708	0.816496580927726	0.68389119993369	-0.216055649145156	4.29547486370071	-0.050298431721939	0.959884573494318	0.989470831176788
RNA polymerase sigma factor RpoD	0.737266793701986	0.816496580927726	0.658037006476246	-0.477000968010711	4.38121524417105	-0.108874123143192	0.913302331354449	0.982537671779669
ABC transporter permease	0.72936762645584	1.11678965294484	0.341945599966845	-1.3310157282612	4.39119841332086	-0.303109903716378	0.761806106907525	0.924603183253447
alpha-N-arabinofuranosidase	0.72936762645584	1.11678965294484	0.341945599966845	-1.3310157282612	4.39119841332086	-0.303109903716378	0.761806106907525	0.924603183253447
DNA topoisomerase IV subunit B	0.72936762645584	1.11678965294484	0.341945599966845	-1.3310157282612	4.39119841332086	-0.303109903716378	0.761806106907525	0.924603183253447
phosphoglucosamine mutase	0.72936762645584	1.11678965294484	0.341945599966845	-1.3310157282612	4.39119841332086	-0.303109903716378	0.761806106907525	0.924603183253447
valine--tRNA ligase	0.72936762645584	1.11678965294484	0.341945599966845	-1.3310157282612	4.39119841332086	-0.303109903716378	0.761806106907525	0.924603183253447
ribonucleoside-triphosphate reductase	0.704115448453477	0.408248290463863	0.999982606443091	1.10675225037114	4.10526826394077	0.269593161570576	0.787473261892347	0.924603183253447
4-hydroxy-tetrahydrodipicolinate reductase	0.687445703700072	1.37489140740014	0	-2.98125744947373	4.43578716368156	-0.672092086356863	0.501525074176276	0.924603183253447
glycosyl hydrolase family 3	0.687445703700072	1.37489140740014	0	-2.98125744947373	4.43578716368156	-0.672092086356863	0.501525074176276	0.924603183253447
50S ribosomal protein L6	0.670964103204968	0	1.34192820640994	2.93420396467544	4.48037918187726	0.654900812088414	0.512531617353878	0.924603183253447
carbamoyl-phosphate synthase (glutamine-hydrolyzing) large subunit	0.670964103204968	0	1.34192820640994	2.93420396467544	4.48037918187726	0.654900812088414	0.512531617353878	0.924603183253447
glucose-1-phosphate thymidylyltransferase	0.658037006476246	0	1.31607401295249	2.87212778057619	4.86795554612672	0.590006986169267	0.555185965804278	0.924603183253447
NADH pyrophosphatase	0.658037006476246	0	1.31607401295249	2.87212778057619	4.86795554612672	0.590006986169267	0.555185965804278	0.924603183253447
penicillin-binding protein	0.658037006476246	0	1.31607401295249	2.87212778057619	4.86795554612672	0.590006986169267	0.555185965804278	0.924603183253447
type I pullulanase	0.658037006476246	0	1.31607401295249	2.87212778057619	4.86795554612672	0.590006986169267	0.555185965804278	0.924603183253447
50S ribosomal protein L17	0.654294358451563	0.966643116936281	0.341945599966845	-1.13945199988688	4.19778208371911	-0.271441436730645	0.786051535973836	0.924603183253447
50S ribosomal protein L4	0.654294358451563	0.966643116936281	0.341945599966845	-1.13945199988688	4.19778208371911	-0.271441436730645	0.786051535973836	0.924603183253447
cell division protein FtsH	0.654294358451563	0.966643116936281	0.341945599966845	-1.13945199988688	4.19778208371911	-0.271441436730645	0.786051535973836	0.924603183253447
endo-1,4-beta-xylanase	0.654294358451563	0.966643116936281	0.341945599966845	-1.13945199988688	4.19778208371911	-0.271441436730645	0.786051535973836	0.924603183253447
long-chain-fatty-acid--CoA ligase	0.654294358451563	0.966643116936281	0.341945599966845	-1.13945199988688	4.19778208371911	-0.271441436730645	0.786051535973836	0.924603183253447
phenylalanine--tRNA ligase subunit beta	0.654294358451563	0.966643116936281	0.341945599966845	-1.13945199988688	4.19778208371911	-0.271441436730645	0.786051535973836	0.924603183253447
rhamnulokinase	0.654294358451563	0.966643116936281	0.341945599966845	-1.13945199988688	4.19778208371911	-0.271441436730645	0.786051535973836	0.924603183253447
threonine--tRNA ligase	0.654294358451563	0.966643116936281	0.341945599966845	-1.13945199988688	4.19778208371911	-0.271441436730645	0.786051535973836	0.924603183253447
3-methyl-2-oxobutanoate dehydrogenase subunit VorB	0.621143013203054	0.558394826472418	0.68389119993369	0.417051029255085	4.69329232752124	0.088861080911052	0.929192314080349	0.982537671779669
aldo/keto reductase	0.621143013203054	0.558394826472418	0.68389119993369	0.417051029255085	4.69329232752124	0.088861080911052	0.929192314080349	0.982537671779669
bifunctional aspartate kinase/homoserine dehydrogenase I	0.621143013203054	0.558394826472418	0.68389119993369	0.417051029255085	4.69329232752124	0.088861080911052	0.929192314080349	0.982537671779669
ketoacyl-ACP synthase III	0.621143013203054	0.558394826472418	0.68389119993369	0.417051029255085	4.69329232752124	0.088861080911052	0.929192314080349	0.982537671779669
MULTISPECIES: preprotein translocase subunit SecY	0.621143013203054	0.558394826472418	0.68389119993369	0.417051029255085	4.69329232752124	0.088861080911052	0.929192314080349	0.982537671779669
SusD/RagB family nutrient-binding outer membrane lipoprotein	0.621143013203054	0.558394826472418	0.68389119993369	0.417051029255085	4.69329232752124	0.088861080911052	0.929192314080349	0.982537671779669
transcription termination/antitermination protein NusA	0.621143013203054	0.558394826472418	0.68389119993369	0.417051029255085	4.69329232752124	0.088861080911052	0.929192314080349	0.982537671779669
50S ribosomal protein L30	0.612372435695794	1.22474487139159	0	-2.82720040768659	4.86872890234375	-0.58068552683753	0.561452417924909	0.924603183253447
alpha-L-arabinofuranosidase	0.612372435695794	1.22474487139159	0	-2.82720040768659	4.86872890234375	-0.58068552683753	0.561452417924909	0.924603183253447
bifunctional UDP-3-O	0.612372435695794	1.22474487139159	0	-2.82720040768659	4.86872890234375	-0.58068552683753	0.561452417924909	0.924603183253447
signal recognition particle protein	0.612372435695794	1.22474487139159	0	-2.82720040768659	4.86872890234375	-0.58068552683753	0.561452417924909	0.924603183253447
trigger factor	0.612372435695794	1.22474487139159	0	-2.82720040768659	4.86872890234375	-0.58068552683753	0.561452417924909	0.924603183253447
FAD-binding oxidoreductase	0.608215916474332	0.558394826472418	0.658037006476246	0.179655762399204	4.78342830886141	0.0375579502396612	0.970040135096277	0.989470831176788
hydroxylamine reductase	0.608215916474332	0.558394826472418	0.658037006476246	0.179655762399204	4.78342830886141	0.0375579502396612	0.970040135096277	0.989470831176788
molecular chaperone DnaK	0.608215916474332	0.558394826472418	0.658037006476246	0.179655762399204	4.78342830886141	0.0375579502396612	0.970040135096277	0.989470831176788
MULTISPECIES: DNA-directed RNA polymerase subunit beta'	0.608215916474332	0.558394826472418	0.658037006476246	0.179655762399204	4.78342830886141	0.0375579502396612	0.970040135096277	0.989470831176788
MULTISPECIES: glycine--tRNA ligase	0.608215916474332	0.558394826472418	0.658037006476246	0.179655762399204	4.78342830886141	0.0375579502396612	0.970040135096277	0.989470831176788
transposase	0.608215916474332	0.558394826472418	0.658037006476246	0.179655762399204	4.78342830886141	0.0375579502396612	0.970040135096277	0.989470831176788
30S ribosomal protein S14	0.579221090447286	0.816496580927726	0.341945599966845	-0.927917648939585	4.80197113072967	-0.193236823728798	0.84677350101109	0.954964323116425
alpha-amylase	0.579221090447286	0.816496580927726	0.341945599966845	-0.927917648939585	4.80197113072967	-0.193236823728798	0.84677350101109	0.954964323116425
PLP-dependent aminotransferase family protein	0.579221090447286	0.816496580927726	0.341945599966845	-0.927917648939585	4.80197113072967	-0.193236823728798	0.84677350101109	0.954964323116425
UDP-3-O	0.579221090447286	0.816496580927726	0.341945599966845	-0.927917648939585	4.80197113072967	-0.193236823728798	0.84677350101109	0.954964323116425
23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	0.558394826472418	1.11678965294484	0	-2.65978412294251	4.87894436571649	-0.545155657365631	0.585646466013399	0.924603183253447
acetyl-CoA C-acetyltransferase	0.558394826472418	1.11678965294484	0	-2.65978412294251	4.87894436571649	-0.545155657365631	0.585646466013399	0.924603183253447
DNA-binding response regulator	0.558394826472418	1.11678965294484	0	-2.65978412294251	4.87894436571649	-0.545155657365631	0.585646466013399	0.924603183253447
fumarate reductase transmemBrane cytochrome b subunit	0.558394826472418	1.11678965294484	0	-2.65978412294251	4.87894436571649	-0.545155657365631	0.585646466013399	0.924603183253447
hypothetical protein, partial	0.558394826472418	1.11678965294484	0	-2.65978412294251	4.87894436571649	-0.545155657365631	0.585646466013399	0.924603183253447
insulinase family protein	0.558394826472418	1.11678965294484	0	-2.65978412294251	4.87894436571649	-0.545155657365631	0.585646466013399	0.924603183253447
long-chain fatty acid--CoA ligase	0.558394826472418	1.11678965294484	0	-2.65978412294251	4.87894436571649	-0.545155657365631	0.585646466013399	0.924603183253447
MULTISPECIES: amidohydrolase	0.558394826472418	1.11678965294484	0	-2.65978412294251	4.87894436571649	-0.545155657365631	0.585646466013399	0.924603183253447
MULTISPECIES: enoyl-CoA hydratase/carnithine racemase	0.558394826472418	1.11678965294484	0	-2.65978412294251	4.87894436571649	-0.545155657365631	0.585646466013399	0.924603183253447
NAD-dependent epimerase	0.558394826472418	1.11678965294484	0	-2.65978412294251	4.87894436571649	-0.545155657365631	0.585646466013399	0.924603183253447
NADH peroxidase	0.558394826472418	1.11678965294484	0	-2.65978412294251	4.87894436571649	-0.545155657365631	0.585646466013399	0.924603183253447
orotidine-5'-phosphate decarboxylase	0.558394826472418	1.11678965294484	0	-2.65978412294251	4.87894436571649	-0.545155657365631	0.585646466013399	0.924603183253447
phosphate-binding protein	0.558394826472418	1.11678965294484	0	-2.65978412294251	4.87894436571649	-0.545155657365631	0.585646466013399	0.924603183253447
ribose 5-phosphate isomerase B	0.558394826472418	1.11678965294484	0	-2.65978412294251	4.87894436571649	-0.545155657365631	0.585646466013399	0.924603183253447
SAM-dependent methyltransferase	0.558394826472418	1.11678965294484	0	-2.65978412294251	4.87894436571649	-0.545155657365631	0.585646466013399	0.924603183253447
tripeptidyl aminopeptidase	0.558394826472418	1.11678965294484	0	-2.65978412294251	4.87894436571649	-0.545155657365631	0.585646466013399	0.924603183253447
uridine kinase	0.558394826472418	1.11678965294484	0	-2.65978412294251	4.87894436571649	-0.545155657365631	0.585646466013399	0.924603183253447
ABC transporter ATP-binding protein	0.546069745198777	0.408248290463863	0.68389119993369	0.636062365197048	4.92215746739406	0.129224302434558	0.897180166869536	0.980087905062101
galactokinase	0.546069745198777	0.408248290463863	0.68389119993369	0.636062365197048	4.92215746739406	0.129224302434558	0.897180166869536	0.980087905062101
transketolase	0.546069745198777	0.408248290463863	0.68389119993369	0.636062365197048	4.92215746739406	0.129224302434558	0.897180166869536	0.980087905062101
acyl-CoA dehydrogenase, short-chain specific	0.533142648470055	0.408248290463863	0.658037006476246	0.411718093865639	4.93858321480184	0.0833676534257122	0.933559207778567	0.982537671779669
alpha-glucosidase	0.533142648470055	0.408248290463863	0.658037006476246	0.411718093865639	4.93858321480184	0.0833676534257122	0.933559207778567	0.982537671779669
hydratase	0.533142648470055	0.408248290463863	0.658037006476246	0.411718093865639	4.93858321480184	0.0833676534257122	0.933559207778567	0.982537671779669
peptidase T	0.533142648470055	0.408248290463863	0.658037006476246	0.411718093865639	4.93858321480184	0.0833676534257122	0.933559207778567	0.982537671779669
phosphoribosylformylglycinamidine synthase	0.533142648470055	0.408248290463863	0.658037006476246	0.411718093865639	4.93858321480184	0.0833676534257122	0.933559207778567	0.982537671779669
recombinase	0.533142648470055	0.408248290463863	0.658037006476246	0.411718093865639	4.93858321480184	0.0833676534257122	0.933559207778567	0.982537671779669
VWA domain-containing protein	0.533142648470055	0.408248290463863	0.658037006476246	0.411718093865639	4.93858321480184	0.0833676534257122	0.933559207778567	0.982537671779669
asparagine--tRNA ligase	0.512918399950268	0	1.02583679990054	2.58495858394165	4.88594736209286	0.529059851114401	0.596763931663142	0.924603183253447
ATPase AAA	0.512918399950268	0	1.02583679990054	2.58495858394165	4.88594736209286	0.529059851114401	0.596763931663142	0.924603183253447
30S ribosomal protein S5	0.499991303221546	0	0.999982606443091	2.49586529498026	4.8922700270155	0.510165072900288	0.609935819270749	0.924603183253447
acetyl-CoA hydrolase	0.499991303221546	0	0.999982606443091	2.49586529498026	4.8922700270155	0.510165072900288	0.609935819270749	0.924603183253447
BMP family ABC transporter substrate-binding protein	0.499991303221546	0	0.999982606443091	2.49586529498026	4.8922700270155	0.510165072900288	0.609935819270749	0.924603183253447
